sentence1,label
Ajk fast comment korty parlam na,0
Congratulations bhaia dhoa roilo,0
Vi faltu fone amar asa,1
Tor gud mari bessha magi,1
Right now eto din pore performance niya ekta moner moton video paisi. Ajke tushar vai er sate ctg deka hoise tkn ai bepar ta bolte caisilam bt sujog hoye ute ni. And sate kapsi re deke valo lgtese. Love you amn ekta best video deyar jnne,0
Ci ci ci. Manus ai vabe keno mota hobe. Please control your self,3
Viewsonic va2209h review den plz,2
Laptop cooling pad niye video banan,2
Apnader best 5 team kobe janaben,2
Saibul Islam Vaccine available hole sms asbe,2
"Joss cilo, vaiya agni 2 er giveaway kobe?",0
Osadaron Hasi tomar,0
Areeh amar elaka onk clean,0
Asus rog phone 7 er review plz,2
Server a kichui ashena,1
Apnar videor quality khub e valo sam vaidoa kori apnar jeno 3 million subscriber cross hoi,0
Vaiya 15 theke 20 hajar tk er modde vlo mbl er vedio chai,2
Vai bangalink naki banglalink ! 230,2
Sir apnr video dekhey ami roll 01 korechii alhamdulillah and thanks a lot sirrr,0
Ki phn used kore eto charge thake,0
Bangla bolte ki mane laage apu,1
Fahads tutorial ar facebook page ar link ta diba kau,2
Jisolife er ekta fam naki 28 hour backup dey. Oitar khule dekhan na bhai. Amader to ar seita kine khular khomota nai,2
Sob kicchu thik holeo mone hocche 2 year er beshi jabe na!,1
Bangla 1st and 2nd donotai ey ki thakbe?,2
We want rnar rakib vai,0
Sob gula product a valo lagce. Bt ami toh 1 tw pabo na,3
Bhai daraz ar 500 taka game controller unbox kore dakhan plzzzz,2
Alhamdulillah bangla 2nd paper exam onk valo hoyece. Cumilla board er question onk sohoj hoyece,0
Battery backup kemn plz bolben,2
Apu plz plz plz ai hijab tutorial ta dao,0
Apni buffet cover koren na kno sebhbe?,3
Walton besi brand vabtei vlo lage,0
"Assalamualaikum sam vai, ami apnar video gulo sob somoy dekhi. Kono kichu kini ba na kini apnar video gulo dekhte valo lage tai dekhi. But ajke giveaway te angso gohon korlam karon amr ekta phone khub dorkar tai. Asha kori choto vai er dike ektu kheyal rakben. Donnobad samzone",3
Nawabganj kbe asba apu,2
Sir ami cumilla board theke gpa 5 paice,0
comment kore onk famous hoye gesi,0
Ei restaurant ta jinia r suvanjoy er restaurant. Tela mathay tel na dhallei parte. Jara struggle korchh but good food provide kore sei jayga guloi tmr channel er trp,1
Barishal board a bangla mcq onk kothin hoise,1
Amr basa theke jaite 25 minute ar moto lagbe. But ami gazipur chole asci tai jaowa hoy nai. Hopefully porer bar jabo,2
Sam vaiya phone ta moni hoi valoi hobe,2
Facebook and call connect kivabe kore?,2
Atc dekhi daily video deya shuru korese soptahe ekbar tech news dileo mondo hoyna,3
Vai asa diben na gorib der phone debar,1
A770 kemon hobe akhon?,2
Laptop to almost double seta nia koren vi,1
Apu azke ki pet borse na amar bolben khudalagse,1
Pixel 7 kinar inspiration pelam 3 thanks anurag bhaia and techland team 33,0
Benchmark dewa uchit chilo,1
Bangladesh mane sob somvob,3
Eto down to earth apni ei jnnoi apnar vdo dekha. Hope j apni ei ek e thakben 100k complete korar pore lots of love from behala,0
Welcome bangladesh team towhid hridoy,0
Areee ccheleta ke hen hena lage xd,1
Bhai video ta valo laglo apnar sob video e valo lage thanks,0
Ekta reply dilen r ami khushi hoye gelam,0
"Outstanding! vaiya. Ami klk onk depression e chilm bangla 1st paper niye. Ami jodi apnadr class gulur bepare aga jntm, ami obossoie bangla 1st paper class o krtm. Alhamdulillah ajk class krchi. Amr moddhe agroho kaj korche. Amr pressure onkta komeche",0
Bill ekhane mone hoi ektu beshi ashbe ei tar porer faiza apur react ta,2
Khudalagse apu lipstick er shade ta ki cilo!,2
"Ami dedicated gpu 3060ti nibo, tahole ki i5 13600kf nite parbo ?",2
Eita kohbonoi khai nai,1
Win hoy nay but anek valo khelecu,3
Waltonmobile goriber jone best phone,0
Ake tarf blood ha apna dusri tarf bhai han kia kara,2
Vaccine er khbr nai khali duidin por por lockdown pajero gari te cholen Manusher incone bondho basa vara khawa ki miss ache Ei berthotar golpo sunate lojja lagena apnader,1
Color grading eto baje video er,1
Best wishes for your future and give us more tech information. Xanonx20 xtraordinaryinnovationwithin waltonmobile samzon,0
Election er agey india thike nouka boat chole ashche. Bujhen na berpar ta?,3
Arc a750 ar rx 6600 er price to 199 te drop koreche apnara etar price reduce korben na ?,2
Amadero ache ei light,2
Bangladeshi brand mone korle thik ace,0
Dada s23 er full review kobe diben?,2
Thumbnail e 12k daowa thik kore nyen thanks,2
Fahim er kotha hoy na,1
Apu 1 mase kivabe 6 kg ojon komaisen plz bolen upokaar hoito,2
Ami ferdous rowzat binte moazzem obaidul kaderer bagina forhad ahmeder bou,2
Deximco valo kaj korche egiye jaaan valo kichu den tnq,0
Donnobad vai giveyeya deor jinno,0
"Apu amar nam o faeza, amar nam faeza tabassum i love you",0
Vaia mcq 30 er modde koto paile mcq te a pabo,2
Video recorder 60 fps kora jai vai,2
Take n talk manei sobar theke extra ar sotti krha bolle block,1
Aki video 2bar kno?,2
Dhuru miya apnader suggestion kono kaj er na common 3 pai nai,1
Shudhu dc current er feature ta shob brand er phone e deowa dorkar,3
Pcb bd er ager ei lok ta kthay? unake ekhn r dekha jayna kno?,2
Amar life e 50k er niche dekha best pc,0
Sala dalali kortesolocal e eta 500,1
Komdami ghoritar nam ar model ki?,2
Shobare age gejano jaak,1
Apu shariatpur kothay basa,2
Apu dighi tomar ki hoy,2
Vaiya ami vabtachilam apnar kotha ar samne cole aslen alhamdulillah,0
Ami to babsilam ata xiaomi phone,1
Bhai t shirt koi theke nichen?,2
Ami comilla board thaka bolsi amnadar 10 menit school a class kora onak onak balo porikha diasi janina english ta kamon hoy,3
Tech land ar product sell kora profit hocca na naki? youtube channel au add run kora bor kora hocca. Tau abar aki satha 2 ta non skip add,1
Sob somoy wait kori,0
Onu r router er sathe ekta ip camera calanoo jabe? plz reply,2
Gpu ad kora jaba ke,2
Onek din por video dile didi. Kmn acho tmi?from bogura reply dio didi,0
Onek helpful video bhai. Thank you pcb and nasir bhai,0
Yamahar iem er price e 7hz er ekta planner driver er iem dac amp setup soho kena jabe,1
JaMiLuR RAhMaN EFaz tao deri age sobar vaccine dibe,2
Sam vai apnar hater watch ta kon brand er bolle khushi hobo,2
Rx 570 rx 580 gpu holo high settings a kelar jonno best ultra dia kono lav nai ultra settings 1440p or 4k display r jonno thik ase 1080p r jonno medium or high settings e best amr rx 570 diye cyberpunk high settings a 4060 fps paisi,2
Thanks apu vul ta dhoranor jonno,0
Etar ki kalo casing hobe?,2
Redmi note 12 4g phone ta paya jabe ?,2
Dekhey tho khete icca hoy apu,2
Waitttt amar gram er bari o shariatpur same place wahhhh,2
Onk soudhor hoyca,0
Ai vaccine chai na  Govt otirikto Suru korse,1
Ekhane to readymade subject available daag theke kichu valo hole,1
Baki class gula o chai,2
Oitaw khule dkhan vai,2
Ami ten minute school er online batch er class vi er student amar khub gorbo hoy ten minute school a porte pere,0
Pdf ta passi nah ektu den plz,2
Pf change korle r kisu lagena,0
Amr o mcq kharp hoice baiyabaliya,1
Apnar video gulo mon valo kore dey,0
Comment korte ashlam 1st,3
Ami aaj sondhay dimer devil aadh khana dimer e khelam daam matro 12 taka. Aamar bari kolkata 109 etey. Ahamori kichui not mone hoi damer dik theke. Not at all inspired,2
Kemon aso cute apu,0
Nice initiative. Shamne aro erokom content pabo asha kori,0
Ami tushar vai er lok,0
"Vaiya, iqoo neo 6 ki photography er jonno vlo hobe?",2
Chole gesilamwait dekhe abar aschi,3
Apu tomr video amr onkk vlo lage love you from chittagong,0
Ram management kemon? lottery te amr vaggo borabori kharap,2
Vai 3lak taka r 1ta build lagbe. Ei budget er ekta build diben please,2
Boss rs fahim choudhury,0
Thanks to onnorokom pathshala. Please upload regular content as before. Were egarly waiting for next video,2
Faizlami kono responsibility ni 5 ball e 2 run lage tao marte jaiya harte lagsilo. Hit er drkr e silo na,1
4 ghanta tirupur backup dena,1
"Apnader review dekhte khub vlo lage vai,",0
Movie ta kibabe dakte parvo siam vai ar sob movie valo lage,0
Samzone xanonx20 xtraordinaryinnovationwithin waltonmobile,2
Sound onk kom video te,1
Akn joto tika r awotai asbe toto besi save,0
I5 13500 e nibo vabtasi,2
Lava agnite chipset holo mediatek dimensity 7050,2
Vabsilam ups kinbo kinto ips e lagai felsi basay tai r kina hoinai ips diye e sundor moto chole,0
4000tk beshi diye 1650 nb 4gb newa ktota jukti jukto?,2
Ki bhai kisui to common porena,1
Amader shobar teletalk use kora ochit,2
Ora online kine beshii sei jono market e ektu price high thake ami mtamti onk kichu online e kini r suggest o kore kom ii paii,2
Apnar video onek valo lage,0
Ekhon ar apnar videos valo lage naa,1
Vai ki comedy korlen? haste hoito,1
sam vai 5 million dekhte chai r boro kore sby k niye celebration korte chai love you broo love from naogaon,0
Jaan at least amr jnnw tw full pant porte paro tomake onek manai,0
Ami dekhi roj video,2
Delen basss diyaa akhn. Amader vaiyara debe baraiya akhn,1
Boss apnar tulona apni nijei shudu,0
Vaiya shoe price koto niyeche janaba plz apu,2
Note under 30k er niche,2
Media tek dimensity 810 5g please vaiya mobile ta ameke diyan,2
Vaiya ami share korsi from fill korsi but pdf pai nai,1
Vai apnr vedowr jonnow oppkhai thkie love u sam vai,0
Mobile lagbe bhai,2
Bangla takai price koto?,2
Solid gaan ta Love from Kolkata,0
Pichoner light gula kothai pabo kao bolte parben please,2
Gd pordact love you sam zoon,0
Vaiya gb gula to vule bg hoye geloo!,1
Onak aga phone ta bar hoisa khutayno review nai mobile tar tqkla o balo kora bujata para na kintu sam bai balo bujata paran,3
Sir akta live class nile valo hoy,2
Ryzen 5700g diya vdo den vai,2
Dokan ta chena chena lage v,2
From tow puran korci but pdf tow pasci nah. Onk bar try korci,1
Ato di dhore aobr video dekhi. Kintu aktaw gift pailam nh,1
Vaiya neckband er price ta r ektu kom hole vlo hoto na,1
Waiting for tawhid hridoy betting highlight,2
"3 million in advance greetings,sam vai,love from narsingdi,",0
Faltu bayadop osobvo nillojjo,1
Apnar ph nambar ta khub dorkar dada,2
Vai 2023 er august a ki 45k diye galaxy a33 kena thik hbe,2
"Sir, hsc arts 25 batch er jonno kicu koren please",2
3 millions is almost done inshallah it will be bigger in the future. My prayers are with you sam brother love from rangpur,0
Colour gamot test koi vai ?,2
Dada video ta just fatafati laglo,0
Atc o paid review dewa suru krlo nki ai dam a ai tv ke nibe,1
Assalamu alaikum appu please reply,2
Aita samsung a o ache,2
"Shudho banan, eta ekta vul hole ki sob kete dibe?",2
Sir ami flow chart a arrow chinno dai nai kichu hobey ki please akto janaben,0
"Apu apni bangladesh er maider shahosh je tarao bahire kajj korte pare,",0
Ami sare dici kintu pdf pacci na,1
Huawei p30 lite use kori first theke,2
"Ajke dada boudi er spl mutton biryani esche barite,sheita diye pet pujo koreekhon apnar ei darun vlog ta dekchi,sotti aj kintu dekhe shei khide er mochor ta nei arki parle siddheshwari ashram ar tarun niketan feature korben",0
Anting to khabarer valoy korte paro money hoy jibone biriyani khaw nai,1
"Eitai problem , indian product deshe ashlei double price hoi , jar joono kina jaina , airdope 1399 rs jeta bdt te 1846 tk , eita ekhn 2800 taka , eta mana jaina. Jotoi bebsha hok eta mana jaina. Er cheye valo india theke kaok diye anano , shosta porbe",3
Bsb r arif bhair madhhome porichoi apnader,2
Qurbanir eidero pore ashlo video ta,0
Amader ti letar nai fast pepar,2
"Cb te ro onk kicu try korte parba tanduri cha,kushtia r kulfi malai,ecarao i badh,nobogangar chor,rajshahi famous shik burger, kalavuna onkkicu miss hye gace",2
Vai aita to danob,2
Salar asole e abal sara kisu na dj box hoy naki ja dhakaise sob fullrange sub monitor audio console na jaina buijha nam bosaile e kaj hoy na sob gula video te e bapok poriman vul Bangladesh a thako english r koio na banglay e video banau,1
Bhaire bhai 135000 taka die e mobil nia kono lab naidin seshe manus e price iphone nibe,1
Vi phone root kivaba korbo akta video fiyan,2
Walton cined r etar ekta comparison video please,2
Tomadar baby hoyna apu,1
A re boka ami 12 bachor age kinichi 300 taka diye,1
Khudalagse 25 bochor por video korlo,2
3millon ar ogrim subeca bro god bless you,0
4 bochor ager theke calaiteci,2
I love . Amake chanel ta sapot koriy sibai,0
Sob somoi vedio deki but kokono giveaway pailam na,3
Vai table er sathe apnar hater ghorshoner sound ta kane khob kosto dilo,1
Airtel sim support ase na keno,2
6 hour e 7. 2k! tar manei bujha jacche je ei class ta koto ta proyojoniyo amader hsc23 er jonno,1
Ei monitor a ps4 khela jabe?,2
Sir course a kivabe borti hobo akto bolben,2
Ami 4. 94 peyeci bgs 79 paowar karone ekhn board challenge korle ki porobrton hbe?,2
Aaj pasha khelbo re shem gaan ta ki shundor,0
Vaii sob e kori kintu pai na to kisui,1
Notification asa matroi dekhe nilm sundor dada,0
Vaiya amar channel monetize hoy nai islamic channel ekhon ami jodi channel category change kore onno video upload kori taile ki monetize pabo plz bolbem,3
Ai rokom kore catch miss korle sodho bowling dia match jeta jabe na,2
Price bolen na keno somosha ki?,2
Giveaway sob sorto menesi ekhon ki hobe?,2
Vaiya dakha thika korci,2
Apni apni ishna ke chillane,2
Fb post diye dichi,2
Api amra 7trk e gyclam 10trk choly asc. Tmra mukto moncho jaw nai oita onk sundor r bast clo tbadh ekhane gyle r asty chabana,2
Blog ta dakha khubi balo laglo spesally raj bari bagan,0
Vaiya samsung f54 bd te kobe ashbe,2
Ami apnar sathe ektu jugajug korte chai viya,2
Ai dangerous eita ki bujlam na,2
Apu onk cute lagche apnak,0
1451 jokhon bolla apnar baccha kaccha ache tokhon mone hoilo ami to nijei baccha,1
Vai iqoo neo 6 er ta koren bhaiii,2
Ami sheare korlam sir,2
Bia apnar bari kothi,2
Apu re chena chena lage,2
Ektu beshi pok pok koro. Arektu kom kotha bole view beshi dekhano uchit,1
Vai upore 2 fan extra kottheke ashlo,2
Vaiyya sylhet er jonno suggestions deien please,2
Bro 11k te kinlam peladn rx 580 8gb kichudin age,2
Apnara emon sticker koi pan,2
"Thank you so much sampad vaiya,farhan vaiya",0
Via khub khub valo hoyece. Thank you so much 10 minute school,0
Best wish towhid hridoy,0
Rich table resturent er food review den plz apu,2
Amar shara bochorer income diye 1kg jilapi khaoa lagbe,2
Block khaor por bhai er video ta dakhe mon vlo hoya gelo,0
Sir ssc 2024 er jonno class suru koren,2
Magnetic belt ta hat thkay khulay jay karo sathay hand a gosha oaglay. But wh ta very nice and good,3
"Apnader theke pc banate hole ki ekhon youtuber, police ei gula hote hobe?",1
8090k ar mdde kon model ta valo battery backup pabo,2
Age bollo kono investment chara tahole 1000tk ki invest nah? manush k ki buka mone koren naki?,1
Apu weight kivabe komaiso amader bolo,2
Sera chilo ajker video ta,0
"Dada,a pococre ta ki lava agni 2ase na",2
Vaiya asus tuf gaming b450m pro ii ar kemin hobe ai 5700g diya,2
Mobile ta vallagche onek.,0
Gram er bari jete pari na bt apnr vdo dekhe khub valo lgce r kosto o,3
Honorhuawei amoled display kara banay?,2
Gud lanta mathai ghumta,1
22k diye secondhand apple watch pawa jabe vai,2
Inifinix hot30 vs xanon x20 k sera prai same price,2
25000 takay ai vodar pon ke nibe,1
Class ta onek vako hoyeche sampad vaia farhan vaia ke onk dhonnobad,0
Tmi kih pagol nh miya,1
Apnader onek onek dhonnobad,0
Ay malamal kothay pabo vai?,2
6070 k ar moddhe dekhan,2
Vai manushre niya j etto roast koro ta tumi kon gaacher tulshi pata! Ami to etai bujhina... Hedom dekhaw kare! Banglar polapain tomare surprise deya suru korle moira jaiba,1
13400 er sathe 1650 pair korsi amazing performance bhai,0
Gpu chara productivity blender cinebench video editing gaming er jonno konta vlo hobe 13500 naki 5800x?,2
Ai video tar jonno unsubscribe korlam apnader dalali valo laglo na,1
Its not too late to reach 3 million congratulations sam vai 2. 74 family,0
"Thakbe na duidin por erao palabe onno sob company moto jemon evaly , aro boro boro company moto prothom prthom thakbe ebong manus ke taka dibe eitai niyom",1
Pdf kaaj korche naaa,1
Sir ssc 2024 er jonno vdio cai,2
Casing e faan konta use kora hoise?,2
Hatibagan e mitali bole akta restaurant chilo. Ota akhn ache kina janina. Thakle akber cover korben plz. Okhaneo amr onek memory,2
Vai monitor na dekhaia nijer chehara dekhaia thakle ki hoibo?,2
Bhai 28k diye to 13500 paoya jay,3
Aita soup nah! 0715 aita jhol!,1
Vai. Tws ar dam besi. Kom dam a kisu den,1
Hiii apu bhaiya how are you,2
Vhi sunglass er wallpaper ta koi thika download korsen,2
Bhai ami new phone nite caitechi 5080 k er majhe but konta nibo? green line issue sb,2
Assalamualikum apu ai video gulu r valo lagse na lasr video ta agra nia korsen cinematic short gulu valo lagase apni aktu room decoration related ba different kicu dekan oigulu valo lagse ba lagbe,2
